Order_ID,Date,Customer,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD-1274,2023-06-20,Customer_9,East,Technology,Laptop,8,264.47,0.05,2009.97,477.37
ORD-1275,2023-03-25,Customer_21,West,Furniture,Sofa,7,495.4,0.25,2600.85,292.6
ORD-1276,2023-09-18,Customer_33,North,Office Supplies,Stapler,9,250.02,0.2,1800.14,288.02
ORD-1277,2023-06-19,Customer_24,North,Furniture,Chair,2,490.15,0.2,784.24,94.11
ORD-1278,2023-08-31,Customer_39,North,Office Supplies,Pen Set,5,483.86,0.3,1693.51,237.09
ORD-1279,2023-09-03,Customer_38,West,Office Supplies,Pen Set,3,266.87,0.25,600.46,90.07
ORD-1280,2023-10-21,Customer_3,South,Technology,Monitor,2,103.48,0.15,175.92,37.38
ORD-1281,2023-12-20,Customer_27,North,Furniture,Desk,4,211.08,0.3,591.02,62.06
ORD-1282,2023-03-12,Customer_46,South,Office Supplies,Pen Set,9,111.6,0.1,903.96,162.71
ORD-1283,2023-03-30,Customer_21,South,Office Supplies,Paper,8,456.94,0.1,3289.97,592.19
ORD-1284,2023-09-05,Customer_40,North,Office Supplies,Stapler,4,479.1,0.1,1724.76,310.46
ORD-1285,2023-05-28,Customer_50,North,Technology,Keyboard,4,348.22,0.15,1183.95,251.59
ORD-1286,2023-05-21,Customer_36,North,Furniture,Bookshelf,5,69.72,0.25,261.45,29.41
ORD-1287,2023-03-16,Customer_50,South,Furniture,Bookshelf,5,30.61,0.25,114.79,12.91
ORD-1288,2023-05-12,Customer_42,East,Furniture,Cabinet,8,114.85,0.3,643.16,67.53
ORD-1289,2023-02-25,Customer_9,North,Office Supplies,Stapler,10,373.04,0.05,3543.88,673.34
ORD-1290,2023-11-23,Customer_15,West,Technology,Printer,4,35.72,0.15,121.45,25.81
ORD-1291,2023-12-15,Customer_7,North,Office Supplies,Paper,3,12.54,0.2,30.1,4.82
ORD-1292,2023-11-30,Customer_31,West,Furniture,Cabinet,4,380.4,0.1,1369.44,184.87
ORD-1293,2023-02-15,Customer_50,North,Furniture,Chair,10,123.79,0.25,928.43,104.45
ORD-1294,2023-01-19,Customer_12,East,Technology,Mouse,7,396.1,0.05,2634.07,625.59
ORD-1295,2023-10-18,Customer_20,North,Technology,Laptop,10,62.58,0.1,563.22,126.72
ORD-1296,2023-09-10,Customer_34,North,Furniture,Sofa,3,427.02,0.15,1088.9,138.83
ORD-1297,2023-03-25,Customer_22,North,Technology,Laptop,8,327.66,0.25,1965.96,368.62
ORD-1298,2023-10-18,Customer_19,West,Technology,Keyboard,4,95.99,0.3,268.77,47.03
ORD-1299,2023-02-14,Customer_21,South,Furniture,Sofa,7,337.94,0.05,2247.3,320.24
ORD-1300,2023-01-04,Customer_16,West,Furniture,Bookshelf,5,197.95,0.15,841.29,107.26
ORD-1301,2023-10-21,Customer_38,North,Furniture,Bookshelf,1,138.16,0.1,124.34,16.79
ORD-1302,2023-06-07,Customer_30,West,Technology,Laptop,3,208.65,0.2,500.76,100.15
ORD-1303,2023-06-01,Customer_41,North,Office Supplies,Pen Set,6,311.17,0.05,1773.67,337.0
ORD-1304,2023-11-07,Customer_30,West,Furniture,Desk,6,213.76,0.2,1026.05,123.13
ORD-1305,2023-05-07,Customer_49,South,Office Supplies,Notebook,10,437.84,0.0,4378.4,875.68
ORD-1306,2023-10-16,Customer_5,South,Office Supplies,Stapler,2,40.26,0.2,64.42,10.31
ORD-1307,2023-03-26,Customer_10,West,Office Supplies,Binder,6,428.7,0.15,2186.37,371.68
ORD-1308,2023-10-26,Customer_46,East,Office Supplies,Notebook,8,54.56,0.2,349.18,55.87
ORD-1309,2023-09-20,Customer_9,South,Technology,Mouse,7,233.83,0.0,1636.81,409.2
ORD-1310,2023-01-12,Customer_47,South,Office Supplies,Stapler,7,134.68,0.0,942.76,188.55
ORD-1311,2023-08-05,Customer_3,West,Office Supplies,Pen Set,6,353.19,0.2,1695.31,271.25
ORD-1312,2023-05-27,Customer_3,East,Technology,Mouse,7,98.19,0.05,652.96,155.08
ORD-1313,2023-07-13,Customer_29,South,Furniture,Cabinet,7,49.32,0.25,258.93,29.13
ORD-1314,2023-04-02,Customer_8,West,Office Supplies,Stapler,9,202.6,0.05,1732.23,329.12
ORD-1315,2023-08-26,Customer_20,West,Technology,Laptop,9,217.82,0.15,1666.32,354.09
ORD-1316,2023-03-21,Customer_23,West,Technology,Mouse,5,102.36,0.25,383.85,71.97
ORD-1317,2023-01-09,Customer_40,East,Technology,Mouse,4,110.98,0.0,443.92,110.98
ORD-1318,2023-12-27,Customer_44,East,Furniture,Sofa,1,129.92,0.0,129.92,19.49
ORD-1319,2023-04-22,Customer_35,South,Furniture,Desk,1,78.67,0.1,70.8,9.56
ORD-1320,2023-10-23,Customer_21,West,Office Supplies,Binder,10,388.54,0.3,2719.78,380.77
ORD-1321,2023-12-05,Customer_10,North,Technology,Keyboard,9,118.31,0.1,958.31,215.62
ORD-1322,2023-03-31,Customer_38,North,Technology,Printer,7,282.37,0.0,1976.59,494.15
ORD-1323,2023-06-13,Customer_34,North,Office Supplies,Paper,7,210.05,0.1,1323.32,238.2
ORD-1324,2023-05-04,Customer_31,South,Technology,Printer,4,157.36,0.25,472.08,88.52
ORD-1325,2023-07-31,Customer_36,West,Furniture,Chair,7,283.07,0.05,1882.42,268.24
ORD-1326,2023-06-19,Customer_14,South,Technology,Keyboard,2,461.89,0.3,646.65,113.16
ORD-1327,2023-04-08,Customer_47,North,Technology,Printer,1,141.55,0.25,106.16,19.91
ORD-1328,2023-10-28,Customer_49,East,Technology,Monitor,9,116.34,0.05,994.71,236.24
ORD-1329,2023-04-08,Customer_14,North,Furniture,Chair,2,375.97,0.3,526.36,55.27
ORD-1330,2023-04-15,Customer_46,South,Technology,Printer,7,458.41,0.2,2567.1,513.42
ORD-1331,2023-10-01,Customer_30,North,Furniture,Cabinet,6,161.13,0.1,870.1,117.46
ORD-1332,2023-08-29,Customer_47,South,Furniture,Chair,6,458.02,0.1,2473.31,333.9
ORD-1333,2023-04-24,Customer_37,North,Furniture,Chair,3,17.95,0.2,43.08,5.17
ORD-1334,2023-06-18,Customer_13,South,Furniture,Desk,4,196.12,0.3,549.14,57.66
ORD-1335,2023-12-17,Customer_42,West,Furniture,Sofa,6,136.09,0.3,571.58,60.02
ORD-1336,2023-03-28,Customer_30,South,Office Supplies,Paper,6,92.94,0.25,418.23,62.73
ORD-1337,2023-01-31,Customer_42,South,Technology,Printer,9,26.57,0.3,167.39,29.29
ORD-1338,2023-01-04,Customer_49,East,Office Supplies,Pen Set,7,77.37,0.25,406.19,60.93
ORD-1339,2023-04-22,Customer_1,West,Technology,Monitor,9,233.44,0.0,2100.96,525.24
ORD-1340,2023-01-04,Customer_2,South,Office Supplies,Paper,9,280.31,0.0,2522.79,504.56
ORD-1341,2023-05-27,Customer_35,East,Office Supplies,Stapler,1,256.09,0.25,192.07,28.81
ORD-1342,2023-09-26,Customer_7,South,Technology,Laptop,3,128.07,0.2,307.37,61.47
ORD-1343,2023-02-10,Customer_26,North,Furniture,Bookshelf,6,480.06,0.15,2448.31,312.16
ORD-1344,2023-12-17,Customer_20,West,Office Supplies,Notebook,2,330.33,0.3,462.46,64.74
ORD-1345,2023-07-13,Customer_25,East,Technology,Mouse,9,243.24,0.25,1641.87,307.85
ORD-1346,2023-09-13,Customer_6,East,Office Supplies,Notebook,7,326.0,0.1,2053.8,369.68
ORD-1347,2023-04-19,Customer_15,East,Office Supplies,Pen Set,10,243.0,0.0,2430.0,486.0
ORD-1348,2023-10-16,Customer_35,East,Office Supplies,Stapler,1,97.88,0.3,68.52,9.59
ORD-1349,2023-03-15,Customer_38,North,Technology,Monitor,7,465.15,0.1,2930.44,659.35
ORD-1350,2023-07-19,Customer_37,West,Office Supplies,Notebook,9,172.55,0.3,1087.07,152.19
ORD-1351,2023-06-27,Customer_33,West,Office Supplies,Pen Set,1,57.87,0.05,54.98,10.45
ORD-1352,2023-11-11,Customer_50,East,Furniture,Sofa,10,204.38,0.3,1430.66,150.22
ORD-1353,2023-09-09,Customer_29,North,Technology,Keyboard,4,184.35,0.15,626.79,133.19
ORD-1354,2023-07-14,Customer_43,South,Technology,Printer,2,388.36,0.1,699.05,157.29
ORD-1355,2023-05-18,Customer_6,West,Office Supplies,Pen Set,3,196.2,0.3,412.02,57.68
ORD-1356,2023-07-04,Customer_21,West,Office Supplies,Paper,2,54.85,0.1,98.73,17.77
ORD-1357,2023-03-09,Customer_7,South,Furniture,Bookshelf,2,101.82,0.15,173.09,22.07
ORD-1358,2023-07-01,Customer_6,South,Technology,Laptop,9,55.6,0.2,400.32,80.06
ORD-1359,2023-07-31,Customer_19,North,Furniture,Chair,7,391.79,0.25,2056.9,231.4
ORD-1360,2023-12-17,Customer_11,West,Office Supplies,Binder,7,93.06,0.1,586.28,105.53
ORD-1361,2023-02-02,Customer_10,North,Furniture,Cabinet,3,222.99,0.15,568.62,72.5
ORD-1362,2023-05-09,Customer_24,North,Furniture,Chair,4,363.24,0.15,1235.02,157.47
ORD-1363,2023-06-05,Customer_9,West,Furniture,Chair,1,474.92,0.1,427.43,57.7
ORD-1364,2023-08-09,Customer_22,South,Furniture,Cabinet,10,76.7,0.1,690.3,93.19
ORD-1365,2023-07-23,Customer_12,West,Furniture,Bookshelf,6,152.81,0.25,687.64,77.36
ORD-1366,2023-07-12,Customer_21,South,Office Supplies,Notebook,5,410.08,0.15,1742.84,296.28
ORD-1367,2023-10-31,Customer_13,North,Technology,Printer,9,98.16,0.3,618.41,108.22
ORD-1368,2023-04-18,Customer_46,East,Office Supplies,Paper,8,400.87,0.3,2244.87,314.28
ORD-1369,2023-11-21,Customer_9,East,Furniture,Cabinet,5,128.59,0.25,482.21,54.25
ORD-1370,2023-02-07,Customer_25,West,Office Supplies,Paper,8,495.44,0.15,3368.99,572.73
ORD-1371,2023-08-03,Customer_45,South,Office Supplies,Binder,9,28.01,0.1,226.88,40.84
ORD-1372,2023-12-07,Customer_43,East,Technology,Monitor,6,91.51,0.2,439.25,87.85
ORD-1373,2023-06-19,Customer_49,East,Office Supplies,Paper,7,61.91,0.0,433.37,86.67
ORD-1374,2023-09-23,Customer_48,North,Technology,Printer,9,294.45,0.2,2120.04,424.01
ORD-1375,2023-08-26,Customer_26,West,Furniture,Bookshelf,10,348.31,0.05,3308.94,471.52
ORD-1376,2023-06-01,Customer_7,North,Technology,Mouse,7,461.07,0.0,3227.49,806.87
ORD-1377,2023-06-09,Customer_23,East,Office Supplies,Notebook,6,233.11,0.05,1328.73,252.46
ORD-1378,2023-08-13,Customer_7,South,Furniture,Cabinet,8,166.27,0.1,1197.14,161.61
ORD-1379,2023-06-25,Customer_2,East,Office Supplies,Pen Set,2,341.8,0.05,649.42,123.39
ORD-1380,2023-03-23,Customer_36,West,Office Supplies,Notebook,6,284.33,0.15,1450.08,246.51
ORD-1381,2023-11-24,Customer_12,West,Furniture,Desk,7,203.84,0.25,1070.16,120.39
ORD-1382,2023-07-19,Customer_28,West,Furniture,Sofa,1,355.32,0.05,337.55,48.1
ORD-1383,2023-02-22,Customer_37,North,Office Supplies,Pen Set,9,101.61,0.1,823.04,148.15
ORD-1384,2023-12-10,Customer_17,West,Furniture,Chair,8,268.58,0.25,1611.48,181.29
ORD-1385,2023-07-20,Customer_40,North,Office Supplies,Paper,10,65.97,0.1,593.73,106.87
ORD-1386,2023-12-28,Customer_44,South,Office Supplies,Notebook,5,460.15,0.2,1840.6,294.5
ORD-1387,2023-03-02,Customer_21,East,Office Supplies,Notebook,4,159.64,0.05,606.63,115.26
ORD-1388,2023-07-18,Customer_33,North,Office Supplies,Notebook,7,302.25,0.2,1692.6,270.82
ORD-1389,2023-11-22,Customer_32,South,Furniture,Desk,9,349.78,0.25,2361.01,265.61
ORD-1390,2023-05-28,Customer_32,West,Office Supplies,Notebook,3,101.68,0.3,213.53,29.89
ORD-1391,2023-01-05,Customer_23,South,Office Supplies,Pen Set,8,76.9,0.3,430.64,60.29
ORD-1392,2023-09-11,Customer_42,South,Office Supplies,Binder,7,345.5,0.15,2055.72,349.47
ORD-1393,2023-10-17,Customer_6,South,Furniture,Desk,1,399.98,0.05,379.98,54.15
ORD-1394,2023-10-03,Customer_15,North,Technology,Keyboard,5,92.42,0.15,392.79,83.47
ORD-1395,2023-10-21,Customer_8,South,Office Supplies,Binder,2,141.27,0.2,226.03,36.16
ORD-1396,2023-08-14,Customer_49,North,Office Supplies,Pen Set,9,117.09,0.15,895.74,152.28
ORD-1397,2023-01-17,Customer_20,East,Office Supplies,Notebook,8,138.78,0.3,777.17,108.8
ORD-1398,2023-05-02,Customer_50,East,Furniture,Chair,4,407.24,0.2,1303.17,156.38
ORD-1399,2023-08-08,Customer_41,North,Office Supplies,Binder,3,311.91,0.3,655.01,91.7
ORD-1400,2023-06-29,Customer_37,West,Technology,Laptop,9,147.73,0.2,1063.66,212.73
ORD-1401,2023-10-21,Customer_19,West,Furniture,Bookshelf,5,476.67,0.2,1906.68,228.8
ORD-1402,2023-05-22,Customer_4,East,Technology,Mouse,3,353.7,0.05,1008.04,239.41
ORD-1403,2023-12-13,Customer_16,West,Technology,Keyboard,7,249.83,0.2,1399.05,279.81
ORD-1404,2023-08-20,Customer_25,North,Office Supplies,Paper,2,320.48,0.3,448.67,62.81
ORD-1405,2023-05-23,Customer_48,East,Furniture,Sofa,6,232.8,0.15,1187.28,151.38
ORD-1406,2023-02-17,Customer_50,North,Office Supplies,Pen Set,8,321.07,0.25,1926.42,288.96
ORD-1407,2023-04-22,Customer_26,North,Technology,Printer,7,414.18,0.15,2464.37,523.68
ORD-1408,2023-10-08,Customer_22,North,Furniture,Bookshelf,10,73.99,0.3,517.93,54.38
ORD-1409,2023-02-20,Customer_3,South,Furniture,Chair,8,17.98,0.3,100.69,10.57
ORD-1410,2023-08-08,Customer_1,West,Furniture,Cabinet,4,497.89,0.05,1891.98,269.61
ORD-1411,2023-12-02,Customer_6,North,Technology,Keyboard,6,132.69,0.1,716.53,161.22
ORD-1412,2023-06-06,Customer_41,West,Technology,Mouse,4,220.32,0.0,881.28,220.32
ORD-1413,2023-02-09,Customer_31,East,Technology,Monitor,3,300.9,0.2,722.16,144.43
ORD-1414,2023-06-25,Customer_45,South,Technology,Laptop,2,494.2,0.15,840.14,178.53
ORD-1415,2023-07-16,Customer_15,West,Furniture,Chair,2,368.07,0.0,736.14,110.42
ORD-1416,2023-03-12,Customer_20,East,Furniture,Bookshelf,7,389.0,0.3,1906.1,200.14
ORD-1417,2023-09-29,Customer_5,West,Office Supplies,Notebook,10,14.15,0.25,106.12,15.92
ORD-1418,2023-04-20,Customer_47,West,Furniture,Bookshelf,3,460.75,0.2,1105.8,132.7
ORD-1419,2023-03-13,Customer_7,South,Technology,Laptop,2,298.89,0.15,508.11,107.97
ORD-1420,2023-05-07,Customer_9,North,Furniture,Bookshelf,5,325.86,0.05,1547.84,220.57
ORD-1421,2023-06-04,Customer_43,North,Office Supplies,Pen Set,4,263.7,0.2,843.84,135.01
ORD-1422,2023-11-27,Customer_19,West,Office Supplies,Paper,1,394.06,0.3,275.84,38.62
ORD-1423,2023-05-04,Customer_8,West,Furniture,Cabinet,8,322.66,0.0,2581.28,387.19
ORD-1424,2023-07-18,Customer_9,East,Furniture,Bookshelf,10,216.22,0.2,1729.76,207.57
ORD-1425,2023-10-28,Customer_2,West,Furniture,Chair,2,16.76,0.05,31.84,4.54
ORD-1426,2023-05-27,Customer_33,East,Technology,Mouse,9,385.88,0.15,2951.98,627.3
ORD-1427,2023-11-12,Customer_35,South,Technology,Printer,3,145.96,0.1,394.09,88.67
ORD-1428,2023-10-02,Customer_10,East,Office Supplies,Notebook,6,201.46,0.25,906.57,135.99
ORD-1429,2023-05-03,Customer_47,East,Furniture,Cabinet,1,129.8,0.15,110.33,14.07
ORD-1430,2023-01-29,Customer_39,East,Furniture,Sofa,5,336.38,0.25,1261.43,141.91
ORD-1431,2023-03-12,Customer_46,West,Technology,Laptop,1,90.28,0.1,81.25,18.28
ORD-1432,2023-05-18,Customer_9,North,Technology,Keyboard,2,388.0,0.0,776.0,194.0
ORD-1433,2023-02-02,Customer_34,North,Furniture,Bookshelf,5,359.04,0.2,1436.16,172.34
ORD-1434,2023-07-04,Customer_33,East,Furniture,Cabinet,1,254.81,0.2,203.85,24.46
ORD-1435,2023-02-22,Customer_17,West,Furniture,Desk,10,340.32,0.0,3403.2,510.48
ORD-1436,2023-01-23,Customer_1,West,Office Supplies,Binder,1,129.83,0.15,110.36,18.76
ORD-1437,2023-01-19,Customer_12,North,Furniture,Desk,9,403.53,0.25,2723.83,306.43
ORD-1438,2023-08-02,Customer_16,South,Technology,Keyboard,6,142.92,0.0,857.52,214.38
ORD-1439,2023-01-27,Customer_44,North,Technology,Printer,3,119.36,0.2,286.46,57.29
ORD-1440,2023-05-25,Customer_30,East,Furniture,Chair,5,170.38,0.2,681.52,81.78
ORD-1441,2023-05-30,Customer_13,South,Technology,Keyboard,10,394.41,0.25,2958.08,554.64
ORD-1442,2023-09-10,Customer_38,West,Furniture,Bookshelf,4,368.91,0.2,1180.51,141.66
ORD-1443,2023-01-13,Customer_27,West,Technology,Laptop,4,275.36,0.25,826.08,154.89
ORD-1444,2023-12-03,Customer_49,East,Furniture,Chair,7,426.01,0.25,2236.55,251.61
ORD-1445,2023-05-02,Customer_34,North,Technology,Monitor,7,251.09,0.0,1757.63,439.41
ORD-1446,2023-01-23,Customer_6,West,Office Supplies,Stapler,4,449.67,0.2,1438.94,230.23
ORD-1447,2023-02-13,Customer_30,South,Office Supplies,Stapler,10,56.83,0.05,539.88,102.58
ORD-1448,2023-02-01,Customer_37,South,Technology,Printer,7,334.6,0.05,2225.09,528.46
ORD-1449,2023-07-21,Customer_21,West,Furniture,Bookshelf,6,165.85,0.1,895.59,120.9
ORD-1450,2023-10-27,Customer_9,West,Technology,Monitor,2,86.15,0.05,163.69,38.88
ORD-1451,2023-03-03,Customer_27,South,Furniture,Bookshelf,9,185.56,0.3,1169.03,122.75
ORD-1452,2023-05-16,Customer_30,West,Furniture,Bookshelf,2,54.31,0.3,76.03,7.98
ORD-1453,2023-04-21,Customer_3,North,Office Supplies,Binder,6,82.68,0.25,372.06,55.81
ORD-1454,2023-01-26,Customer_33,West,Furniture,Cabinet,5,137.48,0.05,653.03,93.06
ORD-1455,2023-10-09,Customer_36,East,Furniture,Cabinet,4,56.42,0.0,225.68,33.85
ORD-1456,2023-04-24,Customer_4,West,Technology,Laptop,3,107.09,0.15,273.08,58.03
ORD-1457,2023-10-28,Customer_38,North,Office Supplies,Pen Set,5,459.54,0.0,2297.7,459.54
ORD-1458,2023-08-16,Customer_42,East,Technology,Monitor,3,55.07,0.3,115.65,20.24
ORD-1459,2023-01-26,Customer_30,North,Technology,Laptop,3,462.82,0.15,1180.19,250.79
ORD-1460,2023-12-16,Customer_25,South,Furniture,Chair,7,94.68,0.05,629.62,89.72
ORD-1461,2023-03-18,Customer_29,West,Furniture,Bookshelf,1,310.91,0.2,248.73,29.85
ORD-1462,2023-07-30,Customer_32,West,Office Supplies,Stapler,9,244.73,0.0,2202.57,440.51
ORD-1463,2023-04-13,Customer_27,North,Furniture,Desk,9,132.08,0.3,832.1,87.37
ORD-1464,2023-10-06,Customer_31,East,Furniture,Bookshelf,8,178.58,0.2,1142.91,137.15
ORD-1465,2023-01-14,Customer_12,North,Furniture,Bookshelf,6,302.59,0.0,1815.54,272.33
ORD-1466,2023-07-03,Customer_34,North,Technology,Mouse,10,499.81,0.05,4748.19,1127.7
ORD-1467,2023-10-01,Customer_18,East,Technology,Monitor,1,384.38,0.05,365.16,86.73
ORD-1468,2023-05-02,Customer_12,South,Furniture,Desk,10,165.82,0.25,1243.65,139.91
ORD-1469,2023-12-25,Customer_46,North,Office Supplies,Pen Set,6,474.3,0.2,2276.64,364.26
ORD-1470,2023-10-05,Customer_32,West,Office Supplies,Notebook,5,96.02,0.0,480.1,96.02
ORD-1471,2023-04-23,Customer_39,East,Technology,Monitor,1,267.96,0.0,267.96,66.99
ORD-1472,2023-06-24,Customer_9,North,Office Supplies,Notebook,3,460.2,0.3,966.42,135.3
ORD-1473,2023-10-28,Customer_10,North,Technology,Laptop,3,389.44,0.3,817.82,143.12
ORD-1474,2023-12-06,Customer_46,North,Technology,Keyboard,7,297.15,0.1,1872.04,421.21
ORD-1475,2023-08-12,Customer_11,North,Furniture,Desk,8,328.1,0.05,2493.56,355.33
ORD-1476,2023-07-13,Customer_12,North,Technology,Printer,5,369.66,0.1,1663.47,374.28
ORD-1477,2023-10-21,Customer_45,West,Technology,Laptop,7,426.87,0.3,2091.66,366.04
ORD-1478,2023-11-10,Customer_21,East,Technology,Printer,4,323.43,0.0,1293.72,323.43
ORD-1479,2023-02-09,Customer_48,South,Technology,Keyboard,4,179.94,0.1,647.78,145.75
ORD-1480,2023-12-10,Customer_46,West,Office Supplies,Pen Set,6,228.85,0.1,1235.79,222.44
ORD-1481,2023-05-12,Customer_23,West,Technology,Laptop,2,363.0,0.0,726.0,181.5
ORD-1482,2023-07-31,Customer_11,South,Furniture,Cabinet,8,442.07,0.1,3182.9,429.69
ORD-1483,2023-11-30,Customer_37,South,Technology,Mouse,4,89.7,0.0,358.8,89.7
ORD-1484,2023-05-14,Customer_21,East,Furniture,Chair,2,46.36,0.05,88.08,12.55
ORD-1485,2023-02-17,Customer_36,South,Technology,Laptop,6,301.07,0.2,1445.14,289.03
ORD-1486,2023-12-01,Customer_28,South,Office Supplies,Pen Set,3,307.59,0.15,784.35,133.34
ORD-1487,2023-04-16,Customer_22,West,Technology,Laptop,4,210.55,0.2,673.76,134.75
ORD-1488,2023-05-02,Customer_20,North,Office Supplies,Stapler,2,34.32,0.2,54.91,8.79
ORD-1489,2023-01-02,Customer_24,South,Technology,Laptop,7,52.94,0.3,259.41,45.4
ORD-1490,2023-04-16,Customer_2,South,Technology,Laptop,3,322.71,0.0,968.13,242.03
ORD-1491,2023-08-30,Customer_26,South,Technology,Keyboard,8,448.49,0.1,3229.13,726.55
ORD-1492,2023-04-05,Customer_25,East,Office Supplies,Binder,6,443.89,0.1,2397.01,431.46
ORD-1493,2023-08-14,Customer_17,West,Furniture,Chair,8,139.07,0.3,778.79,81.77
ORD-1494,2023-12-23,Customer_10,North,Office Supplies,Pen Set,2,52.0,0.1,93.6,16.85
ORD-1495,2023-02-01,Customer_36,South,Office Supplies,Notebook,7,411.02,0.15,2445.57,415.75
ORD-1496,2023-06-03,Customer_31,South,Office Supplies,Notebook,2,203.45,0.3,284.83,39.88
ORD-1497,2023-10-20,Customer_34,East,Office Supplies,Binder,10,82.25,0.3,575.75,80.61
ORD-1498,2023-04-09,Customer_14,South,Technology,Monitor,3,30.91,0.0,92.73,23.18
ORD-1499,2023-05-13,Customer_39,South,Technology,Monitor,6,456.29,0.3,1916.42,335.37
ORD-1500,2023-07-23,Customer_36,East,Technology,Mouse,9,169.8,0.1,1375.38,309.46
ORD-1501,2023-09-25,Customer_38,South,Technology,Printer,7,65.13,0.05,433.11,102.86
ORD-1502,2023-02-21,Customer_38,West,Office Supplies,Binder,2,285.72,0.0,571.44,114.29
ORD-1503,2023-05-16,Customer_27,North,Office Supplies,Stapler,7,330.85,0.2,1852.76,296.44
ORD-1504,2023-07-26,Customer_18,South,Technology,Monitor,3,312.94,0.25,704.12,132.02
ORD-1505,2023-12-20,Customer_22,South,Technology,Mouse,4,34.15,0.15,116.11,24.67
ORD-1506,2023-06-05,Customer_22,North,Furniture,Chair,5,147.37,0.15,626.32,79.86
ORD-1507,2023-08-15,Customer_20,East,Technology,Monitor,6,142.02,0.15,724.3,153.91
ORD-1508,2023-07-28,Customer_14,East,Technology,Mouse,8,382.15,0.3,2140.04,374.51
ORD-1509,2023-02-03,Customer_11,North,Technology,Printer,5,357.69,0.15,1520.18,323.04
ORD-1510,2023-03-30,Customer_2,West,Office Supplies,Binder,4,438.84,0.05,1667.59,316.84
ORD-1511,2023-01-26,Customer_30,East,Technology,Laptop,6,355.27,0.1,1918.46,431.65
ORD-1512,2023-11-22,Customer_26,North,Furniture,Sofa,2,343.78,0.05,653.18,93.08
ORD-1513,2023-04-01,Customer_29,North,Furniture,Sofa,8,297.57,0.1,2142.5,289.24
ORD-1514,2023-12-19,Customer_48,North,Technology,Keyboard,2,149.68,0.15,254.46,54.07
ORD-1515,2023-04-20,Customer_50,East,Technology,Printer,4,327.22,0.25,981.66,184.06
ORD-1516,2023-01-11,Customer_33,West,Furniture,Cabinet,1,242.31,0.05,230.19,32.8
ORD-1517,2023-05-10,Customer_15,West,Office Supplies,Pen Set,10,404.49,0.1,3640.41,655.27
ORD-1518,2023-08-24,Customer_23,North,Furniture,Cabinet,5,116.92,0.1,526.14,71.03
ORD-1519,2023-09-19,Customer_1,South,Office Supplies,Pen Set,6,285.11,0.2,1368.53,218.96
ORD-1520,2023-02-02,Customer_31,North,Furniture,Chair,6,494.3,0.25,2224.35,250.24
ORD-1521,2023-12-31,Customer_42,North,Furniture,Bookshelf,5,102.3,0.2,409.2,49.1
ORD-1522,2023-12-05,Customer_26,West,Technology,Printer,6,343.57,0.25,1546.07,289.89
ORD-1523,2023-05-13,Customer_19,East,Office Supplies,Paper,7,208.25,0.25,1093.31,164.0
ORD-1524,2023-06-25,Customer_13,East,Office Supplies,Binder,4,346.3,0.25,1038.9,155.84
ORD-1525,2023-06-03,Customer_33,South,Office Supplies,Stapler,3,421.91,0.2,1012.58,162.01
ORD-1526,2023-03-07,Customer_31,West,Furniture,Chair,5,365.34,0.2,1461.36,175.36
ORD-1527,2023-02-15,Customer_42,West,Office Supplies,Stapler,4,184.09,0.25,552.27,82.84
ORD-1528,2023-05-14,Customer_24,North,Furniture,Bookshelf,10,154.09,0.3,1078.63,113.26
ORD-1529,2023-10-26,Customer_41,East,Furniture,Chair,10,472.71,0.0,4727.1,709.07
ORD-1530,2023-12-15,Customer_8,South,Technology,Printer,7,269.62,0.15,1604.24,340.9
ORD-1531,2023-06-25,Customer_13,East,Technology,Monitor,7,493.72,0.15,2937.63,624.25
ORD-1532,2023-02-11,Customer_50,West,Furniture,Desk,8,172.99,0.05,1314.72,187.35
ORD-1533,2023-08-20,Customer_1,North,Office Supplies,Pen Set,5,112.6,0.3,394.1,55.17
ORD-1534,2023-02-15,Customer_32,West,Office Supplies,Notebook,3,311.1,0.25,699.98,105.0
ORD-1535,2023-07-16,Customer_31,South,Furniture,Cabinet,1,28.49,0.05,27.07,3.86
ORD-1536,2023-09-29,Customer_49,North,Technology,Keyboard,4,18.78,0.0,75.12,18.78
ORD-1537,2023-03-08,Customer_20,West,Technology,Keyboard,2,197.94,0.2,316.7,63.34
ORD-1538,2023-06-02,Customer_3,North,Technology,Laptop,5,233.4,0.2,933.6,186.72
ORD-1539,2023-09-08,Customer_22,North,Furniture,Desk,6,377.56,0.05,2152.09,306.67
ORD-1540,2023-03-09,Customer_15,South,Technology,Monitor,4,369.7,0.2,1183.04,236.61
ORD-1541,2023-11-30,Customer_46,West,Technology,Keyboard,1,193.84,0.25,145.38,27.26
ORD-1542,2023-11-01,Customer_4,North,Office Supplies,Binder,1,334.37,0.25,250.78,37.62
ORD-1543,2023-08-16,Customer_27,East,Technology,Laptop,7,70.56,0.1,444.53,100.02
ORD-1544,2023-12-22,Customer_14,South,Office Supplies,Notebook,1,157.55,0.25,118.16,17.72
ORD-1545,2023-11-15,Customer_18,East,Office Supplies,Binder,10,353.36,0.15,3003.56,510.61
ORD-1546,2023-05-25,Customer_8,East,Office Supplies,Binder,2,394.53,0.15,670.7,114.02
ORD-1547,2023-05-15,Customer_50,West,Office Supplies,Notebook,9,486.83,0.1,3943.32,709.8
